id,timestamp,full_sq,life_sq,floor,state,max_floor,material,build_year,num_room,kitch_sq,full_all,sub_area,price_doc
17250,2014-04-10,58,34.0,12.0,3.0,17.0,1.0,1984.0,2.0,10.0,48439,Zjablikovo,8900000
13736,2014-01-15,103,64.0,9.0,2.0,22.0,1.0,2006.0,4.0,10.0,85083,Sokolinaja Gora,18000000
10157,2013-08-29,36,21.0,9.0,3.0,9.0,1.0,1971.0,1.0,6.0,64931,Vostochnoe Degunino,5000000
14530,2014-02-04,38,19.0,3.0,2.0,17.0,1.0,1991.0,1.0,8.0,165727,Mar'ino,5500000
7712,2013-04-30,51,26.0,6.0,,,,,,,81887,Hovrino,8700000
29960,2015-05-27,41,41.0,14.0,1.0,17.0,1.0,2016.0,1.0,10.0,21155,Mitino,6622713
21327,2014-08-06,45,44.0,4.0,3.0,5.0,2.0,1961.0,2.0,5.0,1362363,Akademicheskoe,8200000
30221,2015-06-09,77,45.0,7.0,2.0,14.0,1.0,2003.0,3.0,10.0,81887,Hovrino,12400000
28939,2015-04-07,50,34.0,5.0,3.0,9.0,1.0,1969.0,2.0,5.0,83369,Rjazanskij,7500000
16557,2014-03-26,42,21.0,10.0,,14.0,1.0,1990.0,1.0,8.0,12327,Gol'janovo,5500000
27345,2015-01-17,27,14.0,2.0,3.0,9.0,1.0,2001.0,1.0,5.0,102618,Juzhnoe Butovo,4900000
19940,2014-06-21,42,26.0,3.0,2.0,5.0,5.0,1961.0,2.0,5.0,122862,Izmajlovo,6200000
19407,2014-06-06,37,18.0,1.0,3.0,14.0,2.0,1975.0,1.0,8.0,80917,Marfino,3000000
27901,2015-02-13,38,19.0,16.0,2.0,16.0,1.0,1982.0,1.0,8.0,76284,Nagatinskij Zaton,7300000
10912,2013-10-02,38,38.0,4.0,2.0,17.0,4.0,1.0,1.0,1.0,247469,Nekrasovka,4294675
6753,2013-03-25,35,20.0,7.0,,,,,,,145576,Caricyno,5300000
17264,2014-04-11,58,44.0,2.0,3.0,9.0,1.0,1972.0,3.0,5.0,112221,Chertanovo Juzhnoe,7700000
27616,2015-01-30,39,18.0,6.0,2.0,17.0,1.0,2012.0,1.0,9.0,13890,Poselenie Sosenskoe,3500000
25895,2014-12-05,38,20.0,4.0,3.0,12.0,1.0,2002.0,1.0,8.0,102618,Juzhnoe Butovo,6500000
10650,2013-09-21,62,58.0,10.0,1.0,17.0,1.0,2013.0,2.0,1.0,247469,Nekrasovka,5782752
22314,2014-09-08,34,19.0,14.0,3.0,14.0,5.0,1971.0,1.0,9.0,145576,Caricyno,2000000
25594,2014-12-01,55,28.0,13.0,2.0,17.0,1.0,2010.0,2.0,9.0,142462,Mozhajskoe,9500000
14510,2014-02-03,62,39.0,6.0,3.0,9.0,1.0,1980.0,3.0,7.0,129207,Orehovo-Borisovo Juzhnoe,8600000
21134,2014-07-28,45,29.0,2.0,3.0,5.0,1.0,1964.0,2.0,5.0,57405,Preobrazhenskoe,7650000
14765,2014-02-08,45,30.0,5.0,3.0,5.0,1.0,0.0,2.0,5.0,101982,Tekstil'shhiki,5300000
18388,2014-05-13,37,19.0,10.0,2.0,17.0,1.0,1985.0,1.0,7.0,165727,Mar'ino,6100000
17991,2014-04-29,39,20.0,12.0,3.0,12.0,1.0,1983.0,1.0,8.0,1716730,Birjulevo Vostochnoe,990000
19066,2014-05-29,32,21.0,4.0,2.0,5.0,2.0,1920.0,1.0,5.0,116742,Tverskoe,9350000
13901,2014-01-20,64,46.0,14.0,3.0,16.0,1.0,1977.0,3.0,8.0,77878,Orehovo-Borisovo Severnoe,2000000
28529,2015-03-23,39,39.0,2.0,1.0,17.0,1.0,2016.0,1.0,1.0,17790,Poselenie Vnukovskoe,4888357
15862,2014-03-10,59,,13.0,1.0,18.0,1.0,2014.0,2.0,1.0,115352,Nagornoe,11229577
21534,2014-08-14,33,17.0,5.0,3.0,9.0,1.0,1968.0,1.0,7.0,123000,Kon'kovo,6400000
19192,2014-05-31,74,45.0,15.0,3.0,17.0,1.0,1992.0,3.0,10.0,221709,Krjukovo,9550000
19094,2014-05-29,47,30.0,9.0,2.0,9.0,1.0,1969.0,2.0,6.0,1452550,Bogorodskoe,7400000
15914,2014-03-12,38,20.0,14.0,3.0,22.0,1.0,2002.0,1.0,10.0,37502,Sviblovo,8200000
22027,2014-08-29,39,16.0,10.0,2.0,12.0,2.0,1980.0,1.0,9.0,21040,Dorogomilovo,11950000
11972,2013-11-09,43,42.0,8.0,3.0,23.0,1.0,2006.0,1.0,10.0,83369,Rjazanskij,7300000
18868,2014-05-26,42,28.0,4.0,3.0,5.0,1.0,1961.0,2.0,5.0,36154,Perovo,5500000
24787,2014-11-15,45,28.0,1.0,2.0,9.0,1.0,1971.0,2.0,5.0,104410,Veshnjaki,2000000
5375,2012-12-19,56,,5.0,,,,,,,7341,Poselenie Moskovskij,4828733
20595,2014-07-04,73,,5.0,1.0,17.0,1.0,2014.0,3.0,1.0,247469,Nekrasovka,7102400
11272,2013-10-16,63,33.0,4.0,,16.0,1.0,2012.0,2.0,12.0,41504,Beskudnikovskoe,3000000
25976,2014-12-08,41,25.0,5.0,2.0,5.0,2.0,1950.0,1.0,5.0,122862,Izmajlovo,7200000
15889,2014-03-11,41,26.0,4.0,,5.0,2.0,1966.0,2.0,6.0,39873,Poselenie Shherbinka,4200000
18255,2014-05-08,37,19.0,14.0,2.0,16.0,1.0,1988.0,1.0,9.0,67710,Krylatskoe,8000000
10641,2013-09-20,38,22.0,4.0,2.0,9.0,2.0,1972.0,2.0,5.0,101982,Tekstil'shhiki,6000000
23677,2014-10-17,37,37.0,10.0,1.0,19.0,4.0,2016.0,1.0,9.0,39873,Poselenie Shherbinka,3387459
13720,2014-01-14,31,18.0,3.0,2.0,5.0,2.0,1965.0,1.0,5.0,103746,Metrogorodok,4600000
14853,2014-02-11,79,48.0,13.0,3.0,14.0,1.0,1993.0,3.0,8.0,78616,Severnoe Butovo,11000000
20161,2014-06-26,35,14.0,5.0,3.0,17.0,1.0,2006.0,1.0,9.0,132349,Novo-Peredelkino,3000000
13950,2014-01-21,38,19.0,8.0,,17.0,1.0,1983.0,1.0,8.0,1716730,Birjulevo Vostochnoe,4550000
12629,2013-11-29,47,31.0,10.0,2.0,12.0,5.0,1967.0,2.0,9.0,83369,Rjazanskij,6500000
11069,2013-10-08,35,19.0,2.0,3.0,14.0,5.0,1970.0,1.0,9.0,111023,Ochakovo-Matveevskoe,3000000
15568,2014-02-28,62,32.0,2.0,,17.0,1.0,2008.0,2.0,12.0,27992,Juzhnoe Medvedkovo,11700000
28888,2015-04-04,38,20.0,2.0,2.0,14.0,1.0,1991.0,1.0,8.0,132349,Novo-Peredelkino,5800000
16850,2014-04-01,44,28.0,9.0,2.0,6.0,1.0,1971.0,2.0,5.0,1716730,Birjulevo Vostochnoe,5840000
22191,2014-09-03,60,33.0,11.0,1.0,17.0,1.0,2013.0,2.0,12.0,17790,Poselenie Vnukovskoe,4700000
9577,2013-08-01,43,27.0,3.0,2.0,9.0,1.0,1969.0,2.0,5.0,53786,Severnoe Tushino,6900000
27860,2015-02-11,54,32.0,7.0,3.0,17.0,1.0,2002.0,2.0,9.0,113897,Troparevo-Nikulino,12800000
19172,2014-05-30,59,36.0,3.0,3.0,17.0,1.0,2013.0,2.0,9.0,39873,Poselenie Shherbinka,4000000
21291,2014-08-05,60,36.0,6.0,4.0,16.0,1.0,1972.0,2.0,8.0,113897,Troparevo-Nikulino,6500000
22444,2014-09-11,40,40.0,4.0,1.0,17.0,1.0,2014.0,1.0,1.0,247469,Nekrasovka,5682320
23814,2014-10-22,64,33.0,2.0,1.0,3.0,2.0,2015.0,2.0,20.0,2942,Poselenie Filimonkovskoe,5756303
23497,2014-10-13,62,39.0,3.0,3.0,14.0,1.0,1992.0,3.0,7.0,83369,Rjazanskij,11600000
18669,2014-05-20,84,48.0,5.0,3.0,17.0,1.0,2002.0,3.0,10.0,113897,Troparevo-Nikulino,14000000
12326,2013-11-20,46,29.0,2.0,3.0,9.0,1.0,1977.0,2.0,5.0,27992,Juzhnoe Medvedkovo,8000000
20290,2014-06-27,99,55.0,8.0,3.0,14.0,1.0,2000.0,3.0,11.0,102618,Juzhnoe Butovo,13600000
10600,2013-09-19,54,32.0,1.0,,16.0,1.0,1980.0,2.0,9.0,125354,Chertanovo Severnoe,9000000
536,2011-12-05,59,36.0,11.0,,,,,,,55590,Krasnosel'skoe,11200000
26937,2014-12-20,48,31.0,7.0,2.0,12.0,1.0,1967.0,2.0,8.0,115352,Nagornoe,8400000
1686,2012-03-26,39,22.0,11.0,,,,,,,155572,Butyrskoe,6600000
21653,2014-08-19,31,31.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,39873,Poselenie Shherbinka,2748138
23428,2014-10-09,77,43.0,9.0,3.0,17.0,1.0,2003.0,3.0,12.0,125111,Solncevo,12000000
10697,2013-09-24,116,64.0,14.0,1.0,15.0,6.0,2013.0,3.0,15.0,64317,Lomonosovskoe,30264000
20927,2014-07-17,52,30.0,7.0,3.0,12.0,1.0,2006.0,2.0,9.0,102828,Kosino-Uhtomskoe,7500000
16028,2014-03-14,31,16.0,7.0,3.0,12.0,1.0,1972.0,1.0,7.0,125354,Chertanovo Severnoe,6300000
19429,2014-06-06,56,35.0,3.0,,5.0,2.0,1959.0,2.0,8.0,57107,Timirjazevskoe,10850000
12587,2013-11-28,60,38.0,9.0,3.0,9.0,1.0,1978.0,3.0,7.0,61396,Otradnoe,10200000
25221,2014-11-24,34,21.0,7.0,3.0,9.0,1.0,1970.0,1.0,6.0,83369,Rjazanskij,5850000
15296,2014-02-21,32,18.0,7.0,3.0,9.0,1.0,1970.0,1.0,6.0,79576,Losinoostrovskoe,5150000
13200,2013-12-17,76,43.0,7.0,3.0,14.0,1.0,1996.0,3.0,8.0,165727,Mar'ino,10600000
24595,2014-11-12,61,31.0,16.0,3.0,17.0,1.0,2001.0,2.0,13.0,41504,Beskudnikovskoe,11900000
12383,2013-11-21,43,,3.0,1.0,0.0,1.0,0.0,1.0,0.0,221709,Krjukovo,4490800
17544,2014-04-17,75,41.0,4.0,3.0,16.0,4.0,2007.0,3.0,11.0,32071,Staroe Krjukovo,1200000
13878,2014-01-18,55,35.0,2.0,2.0,8.0,2.0,1980.0,2.0,8.0,1359171,Alekseevskoe,11250000
5177,2012-12-10,78,46.0,18.0,,,,,,,111023,Ochakovo-Matveevskoe,14715300
28401,2015-03-17,38,22.0,6.0,2.0,9.0,5.0,1967.0,2.0,7.0,31167,Kuz'minki,4000000
17836,2014-04-24,83,43.0,17.0,1.0,17.0,1.0,2011.0,3.0,12.0,17790,Poselenie Vnukovskoe,3750000
27117,2014-12-24,45,28.0,9.0,2.0,9.0,1.0,1968.0,2.0,6.0,111023,Ochakovo-Matveevskoe,7200000
11720,2013-10-31,74,45.0,7.0,2.0,14.0,1.0,1993.0,3.0,8.0,221709,Krjukovo,8150000
19502,2014-06-09,38,19.0,10.0,,16.0,1.0,1978.0,1.0,9.0,178264,Jasenevo,6300000
16690,2014-03-28,25,13.0,2.0,3.0,9.0,1.0,1973.0,1.0,6.0,157010,Ivanovskoe,1000000
24372,2014-11-06,50,33.0,1.0,2.0,9.0,1.0,1974.0,3.0,6.0,178473,Pokrovskoe Streshnevo,6850000
12639,2013-11-29,30,17.0,8.0,3.0,8.0,2.0,1962.0,1.0,6.0,101982,Tekstil'shhiki,5450000
16054,2014-03-14,59,44.0,3.0,3.0,5.0,5.0,1962.0,3.0,5.0,130396,Cheremushki,8600000
21843,2014-08-25,38,19.0,8.0,,16.0,5.0,1973.0,1.0,9.0,81887,Hovrino,6200000
9987,2013-08-22,37,19.0,5.0,,16.0,1.0,1984.0,1.0,9.0,37502,Sviblovo,6700000
13260,2013-12-19,33,19.0,1.0,3.0,9.0,1.0,1973.0,1.0,6.0,157010,Ivanovskoe,4950000
7750,2013-05-04,44,24.0,1.0,,,,,,,31167,Kuz'minki,3900000
20405,2014-06-30,40,20.0,4.0,,14.0,1.0,2005.0,1.0,8.0,78418,Altuf'evskoe,1000000
25668,2014-12-02,74,45.0,13.0,3.0,16.0,1.0,1981.0,3.0,10.0,111874,Chertanovo Central'noe,11600000
19698,2014-06-16,40,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,101982,Tekstil'shhiki,4600000
3749,2012-09-20,41,26.0,3.0,,,,,,,178473,Pokrovskoe Streshnevo,6300000
29271,2015-04-20,79,44.0,16.0,3.0,17.0,1.0,2002.0,3.0,12.0,57999,Presnenskoe,17500000
23804,2014-10-21,38,23.0,3.0,2.0,9.0,2.0,1965.0,2.0,5.0,122862,Izmajlovo,7500000
19250,2014-06-02,42,17.0,15.0,1.0,24.0,1.0,2001.0,1.0,9.0,21155,Mitino,4890000
12539,2013-11-27,39,,5.0,,17.0,1.0,,1.0,1.0,7341,Poselenie Moskovskij,3670683
21767,2014-08-21,55,,2.0,,10.0,1.0,0.0,2.0,1.0,2942,Poselenie Filimonkovskoe,3954711
22697,2014-09-19,125,67.0,7.0,3.0,9.0,2.0,1990.0,4.0,9.0,116742,Tverskoe,55000000
13714,2014-01-14,67,47.0,5.0,2.0,8.0,2.0,1956.0,3.0,7.0,21040,Dorogomilovo,16000000
27092,2014-12-24,63,33.0,3.0,3.0,17.0,4.0,2004.0,2.0,12.0,78616,Severnoe Butovo,12000000
28584,2015-03-24,57,57.0,10.0,1.0,10.0,4.0,2015.0,2.0,10.0,13890,Poselenie Sosenskoe,6563726
20332,2014-06-28,43,,8.0,,20.0,1.0,,1.0,1.0,17790,Poselenie Vnukovskoe,5302036
25063,2014-11-21,53,30.0,2.0,2.0,12.0,1.0,1975.0,2.0,8.0,86206,Bibirevo,7500000
30223,2015-06-10,34,,2.0,1.0,3.0,1.0,0.0,1.0,1.0,8384,Poselenie Novofedorovskoe,1983000
22530,2014-09-15,45,28.0,4.0,2.0,12.0,1.0,1967.0,2.0,5.0,139322,Severnoe Izmajlovo,7700000
16758,2014-03-31,37,37.0,8.0,1.0,17.0,1.0,0.0,1.0,0.0,17790,Poselenie Vnukovskoe,4525120
29968,2015-05-27,82,82.0,11.0,1.0,13.0,4.0,2016.0,3.0,10.0,39873,Poselenie Shherbinka,6602525
24958,2014-11-19,39,17.0,6.0,3.0,14.0,1.0,2008.0,1.0,8.0,102618,Juzhnoe Butovo,2000000
25322,2014-11-26,61,,17.0,1.0,20.0,1.0,,2.0,1.0,17790,Poselenie Vnukovskoe,7007740
16647,2014-03-27,47,30.0,4.0,2.0,12.0,1.0,1972.0,2.0,7.0,125354,Chertanovo Severnoe,7500000
24734,2014-11-14,40,20.0,9.0,3.0,12.0,1.0,1980.0,1.0,8.0,165727,Mar'ino,6100000
14963,2014-02-13,46,30.0,2.0,3.0,5.0,5.0,1963.0,2.0,5.0,87713,Zapadnoe Degunino,1000000
17174,2014-04-09,75,44.0,4.0,3.0,14.0,1.0,2004.0,3.0,12.0,123280,Taganskoe,19800000
13173,2013-12-17,32,19.0,5.0,2.0,9.0,1.0,1962.0,1.0,5.0,31167,Kuz'minki,5100000
13851,2014-01-17,39,,7.0,,17.0,1.0,,1.0,1.0,7341,Poselenie Moskovskij,3750573
21764,2014-08-21,34,18.0,4.0,3.0,4.0,2.0,1957.0,1.0,7.0,78507,Kuncevo,6600000
8141,2013-05-25,35,,2.0,,,,,,,87713,Zapadnoe Degunino,3437352
6598,2013-03-19,31,18.0,3.0,,,,,,,80917,Marfino,5200000
24159,2014-10-30,53,31.0,5.0,2.0,12.0,5.0,1980.0,2.0,10.0,61039,Ramenki,10700000
24935,2014-11-19,50,29.0,1.0,3.0,12.0,1.0,1982.0,2.0,8.0,76156,Nagatino-Sadovniki,8800000
21789,2014-08-22,45,30.0,4.0,2.0,5.0,1.0,1961.0,2.0,5.0,101982,Tekstil'shhiki,6100000
22276,2014-09-06,63,42.0,3.0,3.0,9.0,1.0,1970.0,3.0,7.0,111874,Chertanovo Central'noe,8550000
10314,2013-09-06,21,13.0,9.0,2.0,9.0,2.0,1974.0,1.0,3.0,47245,Meshhanskoe,6000000
11636,2013-10-29,73,70.0,5.0,1.0,17.0,1.0,2013.0,3.0,1.0,247469,Nekrasovka,6732731
12833,2013-12-05,51,30.0,5.0,3.0,17.0,1.0,2009.0,2.0,9.0,102618,Juzhnoe Butovo,6200000
28444,2015-03-18,37,37.0,6.0,1.0,22.0,4.0,2015.0,1.0,10.0,39873,Poselenie Shherbinka,3464758
30235,2015-06-10,28,27.0,1.0,1.0,17.0,1.0,2015.0,1.0,10.0,2942,Poselenie Filimonkovskoe,2446787
19017,2014-05-28,30,18.0,4.0,3.0,5.0,2.0,1965.0,1.0,5.0,145576,Caricyno,5000000
21157,2014-07-29,38,19.0,15.0,2.0,17.0,1.0,1985.0,1.0,8.0,165727,Mar'ino,6000000
29392,2015-04-24,37,19.0,10.0,3.0,14.0,1.0,1993.0,1.0,9.0,221709,Krjukovo,4650000
2187,2012-05-16,32,18.0,6.0,,,,,,,96959,Levoberezhnoe,5200000
11683,2013-10-30,67,25.0,15.0,2.0,19.0,4.0,2003.0,1.0,16.0,1362363,Akademicheskoe,14800000
14351,2014-01-30,49,49.0,28.0,1.0,30.0,4.0,2012.0,1.0,11.0,1452550,Bogorodskoe,6000000
16046,2014-03-14,38,20.0,7.0,2.0,12.0,1.0,1982.0,1.0,8.0,122862,Izmajlovo,7300000
28790,2015-04-01,53,35.0,4.0,2.0,9.0,1.0,1974.0,2.0,6.0,77878,Orehovo-Borisovo Severnoe,7900000
21642,2014-08-19,78,77.0,16.0,1.0,16.0,1.0,2014.0,3.0,1.0,76284,Nagatinskij Zaton,12470451
14746,2014-02-08,54,32.0,12.0,,16.0,1.0,1976.0,2.0,9.0,178264,Jasenevo,9000000
23351,2014-10-07,76,47.0,6.0,2.0,17.0,1.0,2002.0,3.0,10.0,1716730,Birjulevo Vostochnoe,9500000
30463,2015-06-29,54,32.0,8.0,2.0,16.0,1.0,1979.0,2.0,9.0,178264,Jasenevo,9500000
2867,2012-07-16,51,31.0,5.0,,,,,,,123280,Taganskoe,14500000
3991,2012-10-01,56,,4.0,,,,,,,13890,Poselenie Sosenskoe,4335100
13695,2014-01-14,47,31.0,2.0,,9.0,1.0,1970.0,2.0,6.0,64931,Vostochnoe Degunino,6950000
11730,2013-10-31,79,79.0,5.0,1.0,17.0,1.0,1.0,3.0,1.0,116742,Tverskoe,7221456
16620,2014-03-27,57,40.0,8.0,3.0,9.0,2.0,1970.0,3.0,5.0,57405,Preobrazhenskoe,12500000
17063,2014-04-07,51,50.0,7.0,3.0,16.0,1.0,1983.0,2.0,8.0,112221,Chertanovo Juzhnoe,8300000
26701,2014-12-17,59,34.0,7.0,2.0,22.0,1.0,1992.0,2.0,10.0,132349,Novo-Peredelkino,8200000
24960,2014-11-19,81,45.0,23.0,1.0,40.0,4.0,2012.0,2.0,16.0,1362363,Akademicheskoe,19688000
19106,2014-05-29,32,18.0,8.0,4.0,9.0,1.0,1971.0,1.0,6.0,1716730,Birjulevo Vostochnoe,5670000
21769,2014-08-21,62,38.0,6.0,2.0,9.0,1.0,1971.0,3.0,7.0,12327,Gol'janovo,5000000
13869,2014-01-18,183,98.0,5.0,1.0,15.0,4.0,2010.0,4.0,17.0,61039,Ramenki,64000000
18477,2014-05-15,42,27.0,2.0,3.0,5.0,2.0,1962.0,2.0,5.0,89971,Ljublino,6500000
27209,2014-12-30,57,30.0,6.0,3.0,6.0,1.0,1995.0,2.0,11.0,102618,Juzhnoe Butovo,8600000
12274,2013-11-19,37,19.0,1.0,2.0,22.0,1.0,1989.0,1.0,9.0,85721,Brateevo,1100000
27158,2014-12-26,54,34.0,1.0,3.0,10.0,2.0,1960.0,2.0,9.0,64317,Lomonosovskoe,10850000
14023,2014-01-23,64,38.0,7.0,2.0,12.0,1.0,1981.0,3.0,8.0,156377,Strogino,11600000
25925,2014-12-06,43,43.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,13890,Poselenie Sosenskoe,4518720
10021,2013-08-22,53,31.0,24.0,,25.0,4.0,2009.0,2.0,8.0,130396,Cheremushki,13500000
18828,2014-05-23,87,55.0,3.0,3.0,9.0,2.0,1998.0,4.0,10.0,78810,Koptevo,18200000
26948,2014-12-20,115,55.0,20.0,4.0,24.0,4.0,2007.0,3.0,11.0,153248,Kotlovka,27010000
17949,2014-04-28,40,25.0,5.0,3.0,5.0,1.0,1964.0,2.0,5.0,36154,Perovo,5800000
9860,2013-08-15,36,19.0,12.0,2.0,17.0,1.0,1992.0,1.0,7.0,21155,Mitino,6290000
13864,2014-01-18,53,32.0,12.0,3.0,16.0,1.0,1982.0,2.0,9.0,156377,Strogino,2000000
5750,2013-01-23,38,38.0,1.0,,,,,,,1716730,Birjulevo Vostochnoe,4800000
10583,2013-09-18,31,20.0,1.0,2.0,5.0,1.0,1968.0,1.0,5.0,72131,Novogireevo,4750000
10421,2013-09-11,52,30.0,16.0,3.0,16.0,1.0,1978.0,2.0,8.0,68630,Lianozovo,8950000
14505,2014-02-03,38,19.0,17.0,2.0,17.0,1.0,1994.0,1.0,7.0,221709,Krjukovo,4200000
12862,2013-12-06,81,41.0,4.0,3.0,22.0,4.0,2008.0,2.0,11.0,91100,Donskoe,23000000
16272,2014-03-20,52,50.0,9.0,1.0,17.0,1.0,2013.0,2.0,10.0,2942,Poselenie Filimonkovskoe,3711766
15630,2014-03-03,32,20.0,3.0,3.0,5.0,1.0,1965.0,1.0,5.0,118945,Vostochnoe Izmajlovo,5050000
27080,2014-12-23,61,38.0,1.0,,14.0,1.0,1989.0,3.0,8.0,132349,Novo-Peredelkino,7600000
22368,2014-09-09,41,21.0,3.0,2.0,14.0,1.0,1991.0,1.0,8.0,221709,Krjukovo,4700000
22198,2014-09-04,82,47.0,1.0,2.0,9.0,1.0,1999.0,3.0,8.0,165727,Mar'ino,10800000
16734,2014-03-31,59,22.0,4.0,1.0,1.0,1.0,2014.0,1.0,1.0,143661,Troickij okrug,5039340
21545,2014-08-15,52,30.0,1.0,2.0,12.0,1.0,1977.0,2.0,8.0,86206,Bibirevo,3500000
28104,2015-02-26,41,26.0,2.0,2.0,5.0,5.0,1964.0,2.0,5.0,76670,Zjuzino,7200000
25251,2014-11-25,52,36.0,1.0,2.0,5.0,2.0,1961.0,3.0,5.0,96959,Levoberezhnoe,8000000
21530,2014-08-14,64,33.0,8.0,3.0,17.0,1.0,2005.0,2.0,13.0,123280,Taganskoe,14500000
13843,2014-01-17,44,28.0,2.0,,5.0,2.0,1958.0,2.0,6.0,1362363,Akademicheskoe,8200000
28672,2015-03-27,39,39.0,6.0,1.0,17.0,1.0,0.0,1.0,0.0,17790,Poselenie Vnukovskoe,5003014
20422,2014-06-30,59,38.0,9.0,3.0,9.0,1.0,1967.0,3.0,5.0,53786,Severnoe Tushino,8900000
3604,2012-09-12,45,18.0,2.0,,,,,,,9553,Poselenie Voskresenskoe,3796433
26963,2014-12-20,62,,15.0,1.0,24.0,4.0,,2.0,1.0,17790,Poselenie Vnukovskoe,7426936
9440,2013-07-25,60,37.0,16.0,3.0,24.0,4.0,2012.0,3.0,13.0,155427,Horoshevo-Mnevniki,11460000
12488,2013-11-26,51,30.0,6.0,2.0,17.0,1.0,1991.0,2.0,8.0,221709,Krjukovo,5900000
21160,2014-07-29,41,20.0,11.0,2.0,12.0,1.0,1980.0,1.0,8.0,219609,Kapotnja,4700000
15538,2014-02-28,65,43.0,12.0,3.0,12.0,5.0,1975.0,3.0,10.0,145088,Birjulevo Zapadnoe,1100000
13382,2013-12-24,56,34.0,5.0,3.0,5.0,2.0,1958.0,2.0,7.0,80917,Marfino,4000000
28712,2015-03-30,41,41.0,11.0,1.0,17.0,1.0,2016.0,1.0,41.0,13890,Poselenie Sosenskoe,4114580
22084,2014-09-01,40,17.0,7.0,,12.0,1.0,2004.0,1.0,8.0,102828,Kosino-Uhtomskoe,5700000
23657,2014-10-17,33,13.0,15.0,2.0,25.0,6.0,2012.0,1.0,10.0,13890,Poselenie Sosenskoe,3600000
15450,2014-02-26,41,25.0,1.0,2.0,5.0,2.0,1964.0,2.0,5.0,178473,Pokrovskoe Streshnevo,6400000
14382,2014-01-30,41,27.0,4.0,2.0,5.0,1.0,1965.0,2.0,5.0,145576,Caricyno,5700000
29785,2015-05-18,55,30.0,3.0,3.0,14.0,1.0,2003.0,2.0,11.0,89971,Ljublino,9750000
24329,2014-11-05,43,27.0,3.0,3.0,5.0,2.0,1963.0,2.0,5.0,1452550,Bogorodskoe,6600000
25168,2014-11-24,54,32.0,15.0,4.0,16.0,1.0,1977.0,2.0,9.0,77878,Orehovo-Borisovo Severnoe,10400000
21978,2014-08-28,53,32.0,1.0,,17.0,1.0,1984.0,2.0,9.0,78418,Altuf'evskoe,7700000
29219,2015-04-18,47,47.0,11.0,1.0,17.0,1.0,2016.0,1.0,10.0,112804,Filevskij Park,8919689
15901,2014-03-11,62,62.0,10.0,,17.0,1.0,1.0,2.0,1.0,17790,Poselenie Vnukovskoe,6369365
11984,2013-11-10,45,29.0,4.0,2.0,5.0,5.0,1965.0,2.0,5.0,145576,Caricyno,3000000
5360,2012-12-19,60,60.0,22.0,,,,,,,17790,Poselenie Vnukovskoe,5484434
24941,2014-11-19,45,29.0,3.0,2.0,5.0,1.0,1966.0,2.0,5.0,83369,Rjazanskij,6000000
15319,2014-02-22,65,,4.0,1.0,10.0,4.0,2014.0,2.0,10.0,9553,Poselenie Voskresenskoe,6561360
28695,2015-03-30,77,,5.0,1.0,17.0,1.0,0.0,3.0,1.0,132349,Novo-Peredelkino,7623069
16339,2014-03-21,45,27.0,3.0,3.0,12.0,1.0,1974.0,2.0,6.0,96959,Levoberezhnoe,6350000
3707,2012-09-19,51,34.0,8.0,,,,,,,101982,Tekstil'shhiki,7250000
22162,2014-09-03,63,38.0,2.0,2.0,14.0,5.0,1993.0,3.0,8.0,21155,Mitino,9850000
13038,2013-12-12,61,33.0,4.0,3.0,19.0,2.0,2001.0,2.0,14.0,78810,Koptevo,13000000
23133,2014-09-30,37,18.0,9.0,2.0,16.0,1.0,1977.0,1.0,8.0,86206,Bibirevo,6200000
12918,2013-12-09,61,43.0,2.0,1.0,9.0,1.0,1966.0,3.0,6.0,12327,Gol'janovo,9100000
27109,2014-12-24,96,53.0,12.0,3.0,14.0,1.0,1998.0,3.0,8.0,157010,Ivanovskoe,16000000
9611,2013-08-03,55,,8.0,,,,,,,13890,Poselenie Sosenskoe,6144600
10056,2013-08-24,125,125.0,6.0,1.0,6.0,1.0,2013.0,3.0,1.0,55590,Krasnosel'skoe,22080290
27210,2014-12-30,62,38.0,9.0,2.0,9.0,1.0,1978.0,3.0,8.0,61396,Otradnoe,9950000
10481,2013-09-13,38,20.0,19.0,3.0,22.0,1.0,1982.0,1.0,10.0,64317,Lomonosovskoe,9000000
16908,2014-04-02,87,,12.0,,1.0,4.0,,3.0,10.0,13890,Poselenie Sosenskoe,9166500
22494,2014-09-13,51,30.0,10.0,4.0,14.0,1.0,1995.0,2.0,8.0,221709,Krjukovo,6900000
18752,2014-05-22,37,19.0,10.0,2.0,17.0,1.0,2006.0,1.0,7.0,102828,Kosino-Uhtomskoe,5550000
25992,2014-12-08,74,45.0,3.0,2.0,16.0,1.0,1981.0,3.0,10.0,155427,Horoshevo-Mnevniki,12400000
28026,2015-02-21,37,19.0,7.0,3.0,17.0,1.0,1999.0,1.0,7.0,60315,Severnoe Medvedkovo,8000000
14643,2014-02-06,44,28.0,9.0,,9.0,1.0,1980.0,2.0,6.0,100846,Dmitrovskoe,2000000
10903,2013-10-01,39,20.0,12.0,3.0,22.0,1.0,2000.0,1.0,10.0,165727,Mar'ino,6400000
